	AbsoluteDifferenceBestKnownToBest	Best training solution generation	Best training solution quality	Best training solution.Average relative error (test)	Best training solution.Average relative error (training)	Best training solution.Estimation Limits Results.Estimation Limits	Best training solution.Estimation Limits Results.Test Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Test NaN Evaluations	Best training solution.Estimation Limits Results.Test Upper Estimation Limit Hits	Best training solution.Estimation Limits Results.Training Lower Estimation Limit Hits	Best training solution.Estimation Limits Results.Training NaN Evaluations	Best training solution.Estimation Limits Results.Training Upper Estimation Limit Hits	Best training solution.Mean absolute error (test)	Best training solution.Mean absolute error (training)	Best training solution.Mean squared error (test)	Best training solution.Mean squared error (training)	Best training solution.Model Depth	Best training solution.Model Length	Best training solution.Normalized mean squared error (test)	Best training solution.Normalized mean squared error (training)	Best training solution.Pearson's R² (test)	Best training solution.Pearson's R² (training)	Best training solution.ProblemData	Best training solution.Root mean squared error (test)	Best training solution.Root mean squared error (training)	BestQuality	CurrentAverageQuality	CurrentBestQuality	EstimationLimits	Execution Time	FitnessCalculationPartition	Problem Name	ProblemData	ProblemData.TestPartition	ProblemData.TrainingPartition	RelativeDifferenceBestKnownToBest	Seed	SymbolicExpressionTreeInterpreter.EvaluatedSolutions	Variable impacts
Test_01_Keijzer Run 10	0.024500949431280117	94	0.99450094943128009	NaN	184.095232534757 %	Lower: -930.458255912683, Upper: 978.134848288753	0	61	0	0	0	0	2.8252003507694226	1.750194141437839	18.291035790920777	3.8533475995163871	25	54	0.028132182295976509	0.005499050568719575	0.97532848015950413	0.99450094943128009	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	4.2768020518748324	1.9629945490286995	0.99450094943128009	0.088973343804480909	0.99450094943128009	Lower: -930.458255912683, Upper: 978.134848288753	00:00:05.4881282	Start: 0, End: 20	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	Start: 20, End: 3741	Start: 0, End: 20	2.5258710753897 %	1485297491	37213	[[0.589][0.411]]
Test_01_Keijzer Run 11	0.022404326704812183	104	0.99240432670481216	NaN	218.709166212006 %	Lower: -930.458255912683, Upper: 978.134848288753	0	0	0	0	0	0	2.1671370731716788	1.8811038242980023	6.4363442561669038	5.3225132398693855	23	36	0.0098992977764565272	0.00759567329518743	0.991549376622739	0.99240432670481216	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	2.5369951234022707	2.3070572684416364	0.99240432670481216	0.076506325813086362	0.99240432670481216	Lower: -930.458255912683, Upper: 978.134848288753	00:00:05.6631168	Start: 0, End: 20	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	Keijzer 12 f(x, y) = x^4 - x³ + y² / 2 - y	Start: 20, End: 3741	Start: 0, End: 20	2.30972440255796 %	358567572	37128	[[0.549][0.451]]
Test_01_Keijzer Run 1	0.0031459292478148715	105	0.97314592924781484	NaN	368.919861576984 %	Lower: -112.449959773761, Upper: 112.157172057506	0	61	0	0	0	0	1.0281118226777197	0.49771285611537575	2.5922103066945712	0.32810573359968359	12	23	0.28828130992199658	0.0268540707521848	0.88123672575658141	0.97314592924781484	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	1.6100342563730037	0.572805144529694	0.97314592924781484	0.087058804651688415	0.97314592924781484	Lower: -112.449959773761, Upper: 112.157172057506	00:00:04.5833535	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	0.324322602867513 %	1822685111	37148	[[0.525][0.475]]
Test_01_Keijzer Run 2	-0.084565789789206036	109	0.88543421021079394	NaN	2573.36583952592 %	Lower: -112.449959773761, Upper: 112.157172057506	0	0	0	0	0	0	1.2782214537607623	1.0219375324316669	2.2125122621520483	1.3997763263194076	13	27	0.24605485577479541	0.11456578978920635	0.793902433138202	0.88543421021079394	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	1.4874515999359603	1.1831214334629423	0.88543421021079394	0.071077193586554177	0.88543421021079394	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.6072696	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-8.71812265868104 %	956372953	37253	[[0.54][0.46]]
Test_01_Keijzer Run 3	-0.18487212325715108	99	0.7851278767428489	NaN	557.268674528363 %	Lower: -112.449959773761, Upper: 112.157172057506	0	1891	0	0	11	0	2.8684963986750067	1.7495047313691063	13.124562964276519	6.1022057615387517	16	27	1.4595907568625888	0.49943981004820009	0.074471828425821882	0.7851278767428489	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	3.6227838693850507	2.470264310056467	0.7851278767428489	0.086912419743893438	0.7851278767428489	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.6102885	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-19.0589817790877 %	246659016	37178	[[0.535][0.465]]
Test_01_Keijzer Run 4	-0.18710395134553792	110	0.782896048654462	NaN	320.421288984774 %	Lower: -112.449959773761, Upper: 112.157172057506	0	976	0	0	5	0	5.4662542316315132	1.3304778476331667	94.629528274175371	2.6846876628250254	14	29	10.52380831050918	0.2197303645201841	0.0024864133889085324	0.782896048654462	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	9.7277709817910178	1.6385016517614577	0.782896048654462	0.061245988776291636	0.782896048654462	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.2912401	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-19.2890671490245 %	1048037497	37138	[[0.565][0.435]]
Test_01_Keijzer Run 5	-0.18905522227520966	61	0.78094477772479032	NaN	337.53435890969 %	Lower: -112.449959773761, Upper: 112.157172057506	0	1861	0	0	11	0	2.0726514617312097	1.728048875623011	7.2100190504840747	6.1275899837817116	17	29	0.80183067364101335	0.50151740159962777	0.42376348502724825	0.78094477772479032	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.6851478638026762	2.4753969345908367	0.78094477772479032	0.096935272889754162	0.78094477772479032	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.0958351	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-19.4902291005371 %	1617952226	37143	[[0.55][0.45]]
Test_01_Keijzer Run 6	-0.18268651972893157	90	0.7873134802710684	NaN	315.464228904536 %	Lower: -112.449959773761, Upper: 112.157172057506	0	1891	0	0	12	0	2.2076765533761056	1.6446557128999673	7.6449553071304637	5.9887070855799553	22	34	0.85020020348771552	0.49015042201758591	0.348597714997202	0.7873134802710684	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.7649512305157327	2.4471835005940923	0.7873134802710684	0.0459795376440575	0.7873134802710684	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.5193974	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-18.8336618277249 %	454475734	37143	[[0.504][0.496]]
Test_01_Keijzer Run 7	-0.17003429084282928	102	0.79996570915717069	NaN	309.573321133109 %	Lower: -112.449959773761, Upper: 112.157172057506	0	2196	0	0	7	0	1.9930778194003265	1.0780542402463085	6.9546885984829645	2.4746837998262086	12	21	0.7734352163064947	0.20254243386950255	0.28444875309116857	0.79996570915717069	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.6371743587565395	1.5731127740331297	0.79996570915717069	0.074595110945517157	0.79996570915717069	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.4607657	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-17.5293083343123 %	596815798	37173	[[0.573][0.427]]
Test_01_Keijzer Run 8	-0.15481502308968098	110	0.815184976910319	NaN	306.867316257898 %	Lower: -112.449959773761, Upper: 112.157172057506	0	1952	0	0	7	0	1.77660178411448	0.932918657218792	5.5182594254038611	2.2887314529282836	15	24	0.61368904040557137	0.18732301839222146	0.44428188377073324	0.815184976910319	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.349097576816225	1.5128553972301133	0.815184976910319	0.061936694171596994	0.815184976910319	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.5072020	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-15.96031165873 %	1780484172	37168	[[0.507][0.493]]
Test_01_Keijzer Run 9	-0.21140254401087821	87	0.75859745598912176	NaN	344.904206441043 %	Lower: -112.449959773761, Upper: 112.157172057506	0	2272	0	0	12	0	2.1452157806075984	1.89173646005756	7.0580752469941181	6.5212806811764761	14	26	0.78493290936953974	0.53373932508242472	0.38906836986536586	0.75859745598912176	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.656703831252953	2.5536798313759843	0.75859745598912176	0.086452644050662469	0.75859745598912176	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.1111437	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-21.7940767021524 %	836691841	37163	[[0.553][0.447]]
Test_01_Keijzer Run 10	-0.094339953507330376	97	0.8756600464926696	NaN	509.990757163538 %	Lower: -112.449959773761, Upper: 112.157172057506	0	0	0	0	0	0	0.92683595224560134	0.997516658543567	1.3695297179651338	1.5191980403177445	9	18	0.15230624616084004	0.12433995350733047	0.85696197171317456	0.8756600464926696	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	1.170269079299771	1.2325575200848617	0.8756600464926696	0.072189582410207981	0.8756600464926696	Lower: -112.449959773761, Upper: 112.157172057506	00:00:04.9666136	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-9.72576840281757 %	1175684668	37118	[[0.542][0.458]]
Test_01_Keijzer Run 11	-0.1882530659121362	106	0.78174693408786378	NaN	324.496890706022 %	Lower: -112.449959773761, Upper: 112.157172057506	0	1830	0	0	12	0	1.9866080167622626	1.6882397411280234	6.3890771449892449	6.0863574201667765	12	17	0.71053321707481543	0.49814269013554707	0.60035086692379169	0.78174693408786378	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	2.5276623874618314	2.4670544015418017	0.78174693408786378	0.0752942385860424	0.78174693408786378	Lower: -112.449959773761, Upper: 112.157172057506	00:00:05.5350138	Start: 0, End: 20	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Keijzer 13 f(x, y) = 6 * sin(x) * cos(y)	Start: 20, End: 3741	Start: 0, End: 20	-19.4075325682615 %	434000351	37168	[[0.527][0.473]]
Test_01_Keijzer Run 1	-0.063104079913606	70	0.906895920086394	34.3965694140888 %	18.0654922057047 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	0	0	0	0	0	0.34143233908274473	0.20863941299271152	0.17834171851100394	0.0777734043079079	13	28	0.28787094743007063	0.09310407991360635	0.78574666220337774	0.906895920086394	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.42230524329092095	0.27887883445666489	0.906895920086394	0.085574417754055679	0.906895920086394	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.7880058	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-6.50557524882536 %	1658570812	37168	[[0.571][0.429]]
Test_01_Keijzer Run 2	0.019840604911840809	102	0.98984060491184078	13.8098708122317 %	8.55748186499669 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	61	0	0	0	0	0.14960454289678823	0.084392733496002736	0.061050937565331496	0.008486531873235852	11	18	0.0985455976602671	0.010159395088158416	0.90702309529291214	0.98984060491184078	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.24708487927295653	0.092122374444191635	0.98984060491184078	0.19203143753316876	0.98984060491184078	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:04.6907892	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	2.04542318678771 %	581350431	37148	[[0.572][0.428]]
Test_01_Keijzer Run 3	-0.012185822332104412	110	0.95781417766789556	17.1971526106029 %	14.790683107734 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	0	0	0	0	0	0.19195288595474272	0.15357817698879833	0.060330483203941805	0.035239433323875247	10	16	0.097382673576519238	0.042185822332103863	0.91162224896574	0.95781417766789556	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.24562264391529906	0.18772169113843837	0.95781417766789556	0.16132103799412345	0.95781417766789556	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.3411374	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-1.25627034351592 %	313082942	37153	[[0.573][0.427]]
Test_01_Keijzer Run 4	-0.056887597904657694	40	0.91311240209534228	210.232068077596 %	47.7846563527848 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	2562	0	0	16	0	2.1283590581249672	0.38743548932623628	21.365786803405094	0.2194436381716986	11	16	34.487664137348645	0.26270031775879116	0.0065504266714348277	0.91311240209534228	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	4.622314009606562	0.46844811684080723	0.91311240209534228	0.12988245571207158	0.91311240209534228	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.1246199	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-5.86470081491316 %	1355309399	37118	[[0.526][0.474]]
Test_01_Keijzer Run 5	-0.053710271837381085	104	0.91628972816261889	98.0539542722744 %	48.9729985470325 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	2460	0	0	14	0	0.79681322230796137	0.41759383855173182	1.3600557303614917	0.22869582260595561	16	28	2.1953390094348544	0.27377629066505749	0.049593211263809653	0.91628972816261889	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	1.166214272919643	0.4782215204337375	0.91628972816261889	0.091052748002413489	0.91628972816261889	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.3142171	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-5.53714142653413 %	182775255	37138	[[0.526][0.474]]
Test_01_Keijzer Run 6	-0.056700619766811955	44	0.913299380233188	78.4002097047645 %	47.6811699412393 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	2933	0	0	16	0	0.71900211986887907	0.38438473876365459	0.83622803979663229	0.21927803498619344	23	57	1.349800596818808	0.26250207091137051	0.23806383252697225	0.913299380233188	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.91445505072509292	0.46827132624814155	0.913299380233188	0.09502742366567736	0.913299380233188	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.8943689	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-5.84542471822804 %	1575267362	37148	[[0.559][0.441]]
Test_01_Keijzer Run 7	0.023382541245314248	98	0.99338254124531422	25.2832559855922 %	5.47998239466641 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	488	0	0	0	0	0.195660234187457	0.055370765767019173	0.098516944146059757	0.0055278167798512735	13	22	0.15902149135953056	0.0066174587546853339	0.86266849788449274	0.99338254124531422	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.31387408963796254	0.074349289033932758	0.99338254124531422	0.10720913230507739	0.99338254124531422	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:04.9747851	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	2.41057126240353 %	490176262	37118	[[0.54][0.46]]
Test_01_Keijzer Run 8	-0.056638336042627357	110	0.91336166395737262	144.855574727482 %	47.6826424933905 %	Lower: -29.0246307979609, Upper: 31.8490861008179	5	2349	10	0	16	0	1.2594689424145227	0.38413389319788011	8.3006198777616316	0.2192228728831353	16	27	13.398476410446195	0.26243603526721904	0.022621442191115993	0.91336166395737262	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	2.8810796375250773	0.46821242282017178	0.91336166395737262	0.11175936441467581	0.91336166395737262	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.1649948	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-5.83900371573478 %	243071244	37163	[[0.526][0.474]]
Test_01_Keijzer Run 9	-0.0830833375783443	92	0.88691666242165568	38.0508778376544 %	21.411971574742 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	0	0	0	0	0	0.34196157601254989	0.24791105131051352	0.16362423541099833	0.094462843541649508	11	25	0.26411466741237061	0.11308333757834461	0.82091660912292919	0.88691666242165568	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.40450492631239776	0.3073480820529868	0.88691666242165568	0.13299012576831332	0.88691666242165568	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.1926113	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-8.56529253384993 %	555737951	37178	[[0.517][0.483]]
Test_01_Keijzer Run 10	-0.076796507765661159	101	0.89320349223433881	104.342352470142 %	49.1524651759635 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	2737	60	0	16	0	1.1183266379308499	0.43132576256119659	14.938037216543769	0.23711621434478797	16	31	24.112288264210868	0.28385650809070018	0.056065076409438495	0.89320349223433881	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	3.8649757071091364	0.4869458022663179	0.89320349223433881	0.092745778522088	0.89320349223433881	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.5752655	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-7.91716574903723 %	2076366109	37138	[[0.544][0.456]]
Test_01_Keijzer Run 11	-0.059837893072788861	110	0.91016210692721111	63.2373759113577 %	33.5086227009689 %	Lower: -29.0246307979609, Upper: 31.8490861008179	0	1597	0	0	14	0	0.63367848026667084	0.31635478210952372	0.87111900013874688	0.14970741957670872	16	33	1.4061199700663547	0.17921771176104281	0.38966235634362195	0.91016210692721111	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	0.93333755958856968	0.386920430549627	0.91016210692721111	0.14748993281177136	0.91016210692721111	Lower: -29.0246307979609, Upper: 31.8490861008179	00:00:05.4781723	Start: 0, End: 20	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Keijzer 14 f(x, y) = 8 / (2 + x² + y²)	Start: 20, End: 3741	Start: 0, End: 20	-6.16885495595761 %	1893054419	37183	[[0.566][0.434]]
Test_01_Keijzer Run 1	-0.025711829922482887	110	0.94428817007751709	NaN	649.615745762119 %	Lower: -165.707673342556, Upper: 163.833308776277	0	61	0	0	0	0	0.87799421887049278	0.6848915227421829	1.2164164492299314	0.74770204887446734	14	30	0.079613498396722451	0.055711829922483226	0.92841563213949829	0.94428817007751709	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	1.1029127115188815	0.86469766327570663	0.94428817007751709	0.12545258449575655	0.94428817007751709	Lower: -165.707673342556, Upper: 163.833308776277	00:00:05.2352001	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-2.65070411571989 %	1733180322	37188	[[0.559][0.441]]
Test_01_Keijzer Run 2	-0.026529524073727773	75	0.9434704759262722	NaN	656.438558824551 %	Lower: -165.707673342556, Upper: 163.833308776277	0	0	0	0	0	0	0.88438671917018419	0.69118625544890711	1.2335632579039406	0.75867622784308919	8	14	0.0807357435174136	0.056529524073728479	0.92690733450025842	0.9434704759262722	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	1.110658929601676	0.87102022240765986	0.9434704759262722	0.21088945729345066	0.9434704759262722	Lower: -165.707673342556, Upper: 163.833308776277	00:00:04.8321924	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-2.73500248182761 %	928668804	37168	[[0.551][0.449]]
Test_01_Keijzer Run 3	-0.019677849051169649	111	0.95032215094883032	NaN	657.548980973124 %	Lower: -165.707673342556, Upper: 163.833308776277	0	0	0	0	0	0	0.78890862847240928	0.65048498178962177	0.98968799385768935	0.66672068698727649	8	12	0.064774299592976634	0.049677849051169995	0.94325678629418652	0.95032215094883032	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	0.99483063576555042	0.81652966081292877	0.95032215094883032	0.22251822672765198	0.95032215094883032	Lower: -165.707673342556, Upper: 163.833308776277	00:00:04.9585571	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-2.02864423207935 %	1502799257	37138	[[0.515][0.485]]
Test_01_Keijzer Run 4	-0.0086765472738524752	105	0.9613234527261475	NaN	445.238930747866 %	Lower: -165.707673342556, Upper: 163.833308776277	0	1708	0	0	10	0	1.0868728532602765	0.65711638292890051	1.8593387980945262	0.57865897950908329	13	22	0.12169225968193194	0.043116306419190058	0.91792466938460382	0.9613234527261475	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	1.3635757397719153	0.76069637800444623	0.9613234527261475	0.15303295295147934	0.9613234527261475	Lower: -165.707673342556, Upper: 163.833308776277	00:00:05.4630465	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-0.894489409675513 %	905799832	37218	[[0.501][0.499]]
Test_01_Keijzer Run 5	-0.070911558309203038	96	0.89908844169079694	NaN	696.704015160275 %	Lower: -165.707673342556, Upper: 163.833308776277	0	1249	0	0	7	0	2.7326758028128735	0.85462241468108391	15.090552208777524	1.3806600681638148	12	22	0.98766475481298455	0.10287399775631825	0.30903637273630596	0.89908844169079694	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	3.8846559961954834	1.1750149225281417	0.89908844169079694	0.14606730368056395	0.89908844169079694	Lower: -165.707673342556, Upper: 163.833308776277	00:00:05.1821875	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-7.31046992878382 %	1826066499	37123	[[0.539][0.461]]
Test_01_Keijzer Run 6	-0.0092317672498013481	46	0.96076823275019863	NaN	593.442044287252 %	Lower: -165.707673342556, Upper: 163.833308776277	0	0	0	0	0	0	0.90998462260883262	0.586462452503524	1.2660691744950294	0.5265250269908136	8	13	0.082863230152478123	0.039231767249801888	0.92247907325687117	0.96076823275019863	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	1.1251973935692481	0.72562044278728366	0.96076823275019863	0.15187860054623425	0.96076823275019863	Lower: -165.707673342556, Upper: 163.833308776277	00:00:04.7351325	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-0.951728582453747 %	198448195	37143	[[0.506][0.494]]
Test_01_Keijzer Run 7	-0.010896969204590379	93	0.95910303079540959	NaN	833.732129636839 %	Lower: -165.707673342556, Upper: 163.833308776277	0	1759	0	0	13	0	1.5190169741500616	0.73104314027514872	4.5981630435970686	0.639198111204043	21	36	0.30094614910134837	0.04762712167470725	0.79187520303389991	0.95910303079540959	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	2.1443327735211875	0.79949866241541834	0.95910303079540959	0.13672960324796671	0.95910303079540959	Lower: -165.707673342556, Upper: 163.833308776277	00:00:05.5947339	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-1.12339888707117 %	1302907395	37153	[[0.591][0.409]]
Test_01_Keijzer Run 8	-0.027471004110483754	101	0.94252899588951622	NaN	591.811457096398 %	Lower: -165.707673342556, Upper: 163.833308776277	0	0	0	0	0	0	0.87322276905245111	0.68586387402860149	1.2029170035613714	0.77131172291542371	11	20	0.078729970311607486	0.057471004110483684	0.92988213669338082	0.94252899588951622	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	1.096775730749624	0.87824354419228368	0.94252899588951622	0.14213840535748412	0.94252899588951622	Lower: -165.707673342556, Upper: 163.833308776277	00:00:04.7820856	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-2.83206227943132 %	1501541050	37148	[[0.504][0.496]]
Test_01_Keijzer Run 9	-0.01967862689819766	84	0.95032137310180231	NaN	657.379151849138 %	Lower: -165.707673342556, Upper: 163.833308776277	0	0	0	0	0	0	0.78849920305862709	0.65027909276670248	0.98857588770329263	0.66673112638260179	8	12	0.0647015131212088	0.049678626898198394	0.9433367933533463	0.95032137310180231	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	0.994271536202909	0.81653605332685819	0.95032137310180231	0.15146606202635912	0.95032137310180231	Lower: -165.707673342556, Upper: 163.833308776277	00:00:04.6516109	Start: 0, End: 20	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Keijzer 15 f(x, y) = x³ / 5 + y³ / 2 - y - x	Start: 20, End: 3741	Start: 0, End: 20	-2.0287244224946 %	1267383398	37128	[[0.519][0.481]]
